,Longitude_A,Latitude_A,Longitude_B,Latitude_B
0,18.64176639624952,54.35647920491456,18.49510267873812,54.37823535053974
1,18.53093769177232,54.33613445367518,18.547471349975932,54.34145028215806
2,18.63026954825225,54.31950902985568,18.44943684048311,54.37954184058244
3,18.623601369145494,54.31889140773534,18.69248531469713,54.38602747257141
4,18.519245139740505,54.35702624981256,18.680723688778972,54.36889627418018
5,18.60470148346332,54.39873213155129,18.618686774079418,54.34325758724364
6,18.62466280383746,54.389369798015466,18.610363525772073,54.35540988167121
7,18.629098814094256,54.312668860937464,18.70510891305224,54.38262375140808
8,18.634562296920162,54.356353113000964,18.619379236992145,54.33996986076385
9,18.55489923128532,54.34963856732269,18.644402983077292,54.343016117717134
10,18.72505941854735,54.3602582403125,18.632353972637333,54.39802863083677
11,18.611495241085493,54.39343180346983,18.59994886443611,54.34268358522855
12,18.526192242458652,54.40506564408056,18.60134747542036,54.39215190778596
13,18.603932917059293,54.380401079549664,18.589632605364642,54.41588032449854
14,18.578969749020086,54.42397434262272,18.59689942939377,54.406651842544655
15,18.593770751488204,54.3264484741451,18.603348885859788,54.378146599477944
16,18.590396248857612,54.308023738406526,18.630981544707915,54.37957298573098
17,18.521794628895552,54.35279251744818,18.57950014447084,54.35973006457789
18,18.566711155191538,54.35536781053847,18.624266674273002,54.3194007853058
19,18.64500475272533,54.3422261502436,18.690017096543485,54.34879324639102
20,18.688577353196802,54.37433731193017,18.46547479890872,54.3662538629324
21,18.488876459977764,54.36185121307246,18.458975286419594,54.44174671826373
22,18.52020206957932,54.36652481260884,18.535309922481563,54.3778491404981
23,18.56311409504809,54.34562510999105,18.594434533787258,54.30670072612692
24,18.58978890631306,54.42063693416662,18.63666839449048,54.40810636457467
25,18.473210566184427,54.34135406893688,18.484810975802546,54.36706605502654
26,18.569826494376255,54.411628897399204,18.574038201192092,54.36499547514882
27,18.6087416540049,54.39432283149873,18.555851540471213,54.39547638198215
28,18.49603927998619,54.389063880441,18.594410905630504,54.38938345274117
29,18.549058084710513,54.3751740861883,18.520397655021487,54.34453606819003
30,18.563361270406304,54.32670809569886,18.57373669129568,54.40593791468723
31,18.589639953185227,54.35973342059857,18.604281603257675,54.324483829000854
32,18.515086256658048,54.378778002092915,18.505985978064235,54.3649869095954
33,18.580694477552388,54.357105727440874,18.635826051606312,54.32292226131153
34,18.483798421639925,54.43130923500963,18.601498935893193,54.34134063427226
35,18.470997911125888,54.42070942024577,18.61284851483872,54.38173739843024
36,18.64167116984655,54.34606420864197,18.616520302465634,54.36639425193942
37,18.63651033170465,54.38302810582293,18.58379099195184,54.350293813046434
38,18.640322075353577,54.38746044653316,18.580787759580083,54.402479245636016
39,18.583600430349126,54.40242351841861,18.60425597950901,54.41000619097968
40,18.54989786255456,54.37373541549964,18.52820100946422,54.39105556106546
41,18.58716215631216,54.36436701819895,18.46995956491082,54.36466971281951
42,18.712105434414585,54.38490171302079,18.590577887097478,54.35755625088223
43,18.494092715654276,54.39779336332859,18.532365941887445,54.35114108978678
44,18.655870311031936,54.32380220039646,18.447403732411196,54.43903837552257
45,18.470479170022244,54.43254941422288,18.594268134818062,54.418806626930994
46,18.601578478975696,54.36084765832369,18.590838031457732,54.381752593857094
47,18.604535061177486,54.37851130172733,18.63367876584291,54.347379833480716
48,18.652381986464853,54.342802990947085,18.649455921700245,54.39011746108668
49,18.601185445448362,54.37606272579869,18.60090711790425,54.411068143850095
50,18.572815975465385,54.37714912912799,18.58424877085652,54.30566964817297
51,18.635642790537002,54.35255353093741,18.72350264634178,54.353442962268595
52,18.64194423024205,54.35400606541924,18.69310702295561,54.35815611233693
53,18.56637276883848,54.42152086758335,18.484140422853937,54.416257308114005
54,18.465094665209115,54.39984926984986,18.605084239243148,54.32049812293612
55,18.570367357965736,54.35178530069534,18.55607093008691,54.350360273573585
56,18.567205346018362,54.33158315475642,18.516278580547304,54.4140071658363
57,18.584677394584958,54.35779186556955,18.47323939549162,54.42137688909904
58,18.676008244139464,54.40006237335532,18.603556407254988,54.422179245936874
59,18.585952680248457,54.392771636808604,18.722614878207565,54.386811064882245
60,18.597734514173617,54.40105442201124,18.551537978553153,54.3220326957993
61,18.60077870559496,54.35451768558899,18.641423425272105,54.341735258811035
62,18.498939006725788,54.42173768904959,18.55916891291213,54.401338662249074
63,18.582261617781818,54.40763947486382,18.4688012089042,54.41457249348766
64,18.703161124257647,54.33235505762702,18.600780378443506,54.31457274804238
65,18.679617650392274,54.31253638194408,18.647965950462034,54.36374292356329
66,18.581424706400192,54.421305844380136,18.667009441424895,54.351099277817134
67,18.527837262491918,54.384042286939874,18.705638735911798,54.326907176796375
68,18.691545522542604,54.36081025164229,18.57440852120606,54.36278895168719
69,18.63212887424501,54.367979924184894,18.58497876243602,54.35160979383741
70,18.51008495710592,54.37622319569419,18.62189669434384,54.41247923692263
71,18.67412137397543,54.32602184529625,18.52536240188025,54.35653619646295
72,18.55629432111424,54.3387772155951,18.5816279594502,54.3150113831966
73,18.657470679841442,54.404711751848886,18.54911355912667,54.40951840727135
74,18.59850702090726,54.33674505017426,18.553193887598574,54.32103189325784
75,18.579359182719795,54.35478027127346,18.613121007411994,54.34456371281348
76,18.581263363859993,54.39887717004586,18.656781118072033,54.34965019539235
77,18.601221163406308,54.404244276267264,18.592942432573775,54.39796828418905
78,18.628597126946506,54.315107842276454,18.621363577208125,54.37016224415828
79,18.68048797376696,54.35519799036497,18.606536901235504,54.36809360962134
80,18.562681831639082,54.32836537960603,18.628272831212527,54.3913164950954
81,18.647517967461678,54.3344725198065,18.503179415278876,54.354342538476736
82,18.748170149367837,54.36137222517147,18.716091638964077,54.37090480977967
83,18.501526101263188,54.35984279520077,18.597226831844907,54.350260607460584
84,18.622090024041185,54.38030065714158,18.625663764833128,54.412661516141036
85,18.548858049731535,54.343654097623975,18.610148956814474,54.39206233862586
86,18.625577838845764,54.36679672519104,18.63923763629552,54.29230959027736
87,18.64309497088181,54.36150482596601,18.510323851973325,54.411046181969894
88,18.640754868065958,54.326440858259076,18.588866571448595,54.38695362469364
89,18.67175652722905,54.35950326121226,18.472879908938033,54.42488605761345
90,18.542773084009294,54.3234942674089,18.707674064780694,54.357941635814726
91,18.549038013258297,54.407430808356544,18.578792441764445,54.342088866383506
92,18.520524409929987,54.36351007044102,18.576367373482643,54.35560382669074
93,18.741438001054078,54.35956131669179,18.552224272867697,54.39528405709052
94,18.77362155308636,54.350583046021676,18.54572916227758,54.40290799311439
95,18.532825576255348,54.340919297826595,18.608096625609203,54.42008513855915
96,18.46307416833398,54.37474530036753,18.58180102619337,54.41927163835798
97,18.59392373811334,54.40442201163359,18.694447104471617,54.35592681865552
98,18.56624533535069,54.32747522464896,18.605385424540952,54.390965309770465
99,18.62577598522775,54.347748721599984,18.53912106505387,54.386068555482716
100,18.49689387479634,54.338643217450716,18.630043148302462,54.28274787974557
101,18.637156773772745,54.32154914956366,18.584137787429107,54.321225876650104
102,18.57897914883926,54.35599263774363,18.533672456181648,54.35008147251789
103,18.61024742392342,54.31405914052442,18.646542391768037,54.35876235129785
104,18.633025218425896,54.36433122977908,18.538005785334594,54.340258115664774
105,18.57853305271469,54.31110037490738,18.60960851748017,54.30216205535231
106,18.609053665085504,54.38033585015048,18.66264969333894,54.33779333793487
107,18.58068915033185,54.31842715876595,18.478849420306847,54.37103799517679
108,18.473244408240795,54.337007925369754,18.510940324751676,54.35549913136261
109,18.66457481487281,54.41016817649072,18.57815488555695,54.33361821749112
110,18.519878776078645,54.37304643120296,18.625525858366426,54.358926829232495
111,18.572828397754297,54.41531071097896,18.603672042857117,54.323891011544184
112,18.547403434640835,54.36769601468488,18.6536760563505,54.29994204894472
113,18.649497318718552,54.30855570537604,18.637702034078384,54.32283227218431
114,18.670658404095718,54.30463356829246,18.609918813118913,54.32703455042412
115,18.624391213510144,54.32075588881437,18.559517812480607,54.39112471045554
116,18.505441750728338,54.35450785183395,18.51520567635768,54.34247037707684
117,18.710830493773148,54.35767989381149,18.58761523667479,54.405990525195364
118,18.551647916198185,54.35342641548064,18.60332109771436,54.3292878610418
119,18.464555210563624,54.385441524792085,18.572463576371778,54.38777729196086
120,18.7119744716299,54.362302917928076,18.665119360039338,54.37399891833797
121,18.593516004148096,54.38104256874621,18.70987410568438,54.38687086046381
122,18.555814669332317,54.40181302369397,18.57637801582152,54.41203900448406
123,18.58413705215421,54.32952512486057,18.57070819464697,54.36074649506182
124,18.640040003279058,54.36030483427133,18.46079741061967,54.37492270190855
125,18.58798171676283,54.36610260203706,18.48710488506854,54.333183322469395
126,18.58122990489673,54.39001398331938,18.601704610288703,54.40321248921074
127,18.672316009491542,54.382361850166596,18.711932290489287,54.35051026207152
128,18.633153589389604,54.311180589790666,18.58675363925864,54.35765359795525
129,18.618192777704607,54.37937710400764,18.647482722776505,54.389362247628604
130,18.569414087089953,54.328747048618645,18.665198840009126,54.40653827063184
131,18.50705424620318,54.34285667311067,18.559629454333308,54.38112978160934
132,18.638378362639497,54.40752186451162,18.477423163578973,54.40404385392011
133,18.614360702862776,54.37177103416282,18.726432900929883,54.36951180462992
134,18.531541518464874,54.33620692584095,18.61322422998727,54.33440972575198
135,18.58584496900966,54.421508802334245,18.58279221744672,54.374893796545905
136,18.652243137495805,54.33356339429994,18.67774950158026,54.40728909497565
137,18.462763420216348,54.36978230358452,18.626460245209817,54.39885376797959
138,18.51339885700998,54.341702543202295,18.581041325700067,54.42600280998482
139,18.63328307704368,54.36384463513574,18.47981731916705,54.42048966493137
140,18.585556065525974,54.390959178782424,18.577615947986004,54.35588204475378
141,18.639644719240042,54.33946171275127,18.59770432772962,54.37047032822068
